categories,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49,neuron_50,neuron_51,neuron_52,neuron_53,neuron_54,neuron_55,neuron_56,neuron_57,neuron_58,neuron_59,neuron_60,neuron_61,neuron_62,neuron_63,neuron_64
"['2010_drama_films', 'Russian_films', 'Films_shot_in_the_Czech_Republic', 'Films_directed_by_Nikita_Mikhalkov', 'Russian_war_drama_films', 'Films_about_the_Soviet_Union_in_the_Stalin_era', 'Films_about_communism', 'Works_about_Stalinism']",0.0,0.32457614,0.12752375,0.0,0.0,0.534082,0.0,0.0032658493,0.596751,0.0,0.0,0.0,0.3844094,0.6341923,0.4474804,0.7024978,0.0,0.6176309,0.0,0.9896301,0.22487256,0.0,0.0,0.58575165,0.18060088,0.0,0.0,0.0,0.25396168,0.46984407,0.0,0.0,0.1325742,0.22850718,0.11692621,0.0,0.75361776,0.235542,0.88147765,0.50850475,0.0,0.0,0.0,0.4893296,0.51058245,1.0267313,0.0,0.016171478,0.0,0.0,0.0,0.72242385,0.0,0.0,0.0,0.0,0.5170936,0.0,0.86322325,0.0,0.8439424,0.45504135,0.41592947,0.0
"['American_films', 'Films_with_screenplays_by_Ted_Tally', 'Films_with_screenplays_by_American_writers', 'Films_shot_in_New_Mexico']",0.26645622,0.2203269,0.9962264,0.0962965,0.1283525,0.4773046,0.0,0.0,0.1841584,0.0,0.01761911,0.0,0.0,0.3183555,0.2133458,0.5887757,0.0,0.557262,0.20410196,0.5618265,0.12800102,0.0,0.0,0.30089384,0.0,0.3119957,0.3173645,0.0,0.439891,0.24712594,0.0,0.0,0.0,0.23526984,0.0,0.0,0.35031146,0.0,0.62807286,0.15741386,0.0,0.31015748,0.47137222,0.297576,0.58709514,0.17497076,0.0,0.0,0.0,0.38602224,0.0,0.8475352,0.0,0.54839206,0.32396019,0.0,0.42994702,0.0,0.14387722,0.4268336,1.316558,0.63319975,0.82829,0.0
['Iranian_horror_films'],0.6266322,0.0,0.2666584,0.36917028,0.5905272,0.0,0.54882616,0.5313242,0.0,0.49649173,0.71883786,0.6819751,0.2855836,0.0,0.0,0.0,0.8697177,0.0,0.33159673,0.0,0.0,0.66815597,0.6643032,0.0,0.20592904,0.6928523,0.1163385,0.28770262,0.0,0.0,0.5844411,0.4310079,0.0,0.0,0.5681264,0.6135286,0.0,0.0,0.011461232,0.0,0.66226095,0.0,0.3867453,0.0,0.0,0.0,0.86541504,0.48474717,0.74283266,0.204947,0.72857785,0.0,0.63747364,0.4879854,0.9042233,1.1626185,0.0,0.5868722,0.0,0.93968576,0.0,0.02549775,0.2409989,0.53655416
['Films_produced_by_Hal_B._Wallis'],0.35228732,0.41862318,0.98353237,0.0,0.0053959196,0.5150471,0.0,0.0,0.35695916,0.0,0.23119539,0.0,0.15140606,0.39505684,0.30331,0.8535029,0.0,0.5449381,0.4057145,1.2114877,0.22406214,0.0,0.0,0.7021266,0.025051624,0.30237666,0.31759754,0.0,0.47354627,0.32158917,0.0,0.0,0.0,0.30865657,0.17997012,0.0,0.5233922,0.0,0.9150945,0.26318732,0.0,0.4419703,0.41090366,0.4581288,0.59379816,0.3493164,0.0,0.013593429,0.0,0.48031738,0.0,0.9543566,0.0,0.5875881,0.43702477,0.0,0.48908052,0.0,0.5695005,0.38437596,1.631591,0.6257015,0.9381112,0.0
"['Lionsgate_films', 'Films_set_in_Los_Angeles', '2011_drama_films']",0.50352716,0.0,0.6082565,0.07034731,0.38795245,0.07288238,0.03126795,0.024714064,0.015145488,0.0,0.47802776,0.0,0.15950455,0.0,0.008360063,0.41184643,0.0,0.08927979,0.49454996,0.74722123,0.0026140157,0.0,0.0,0.48855755,0.14980482,0.53103715,0.3547668,0.0,0.12598456,0.014278993,0.0,0.0,0.0,0.050370988,0.42982578,0.0007253431,0.105136245,0.0,0.598946,0.0,0.0,0.40583035,0.5653728,0.01879359,0.16852824,0.0,0.0,0.20179068,0.11915773,0.5008662,0.0,0.4433211,0.0,0.75404674,0.646268,0.0,0.0722683,0.0,0.25935373,0.7408256,1.1409717,0.23343603,0.55906326,0.0
['Films_set_in_the_1860s'],0.29059517,0.52011746,0.8968802,0.0,0.0,0.5814889,0.0,0.0,0.530186,0.0,0.2562418,0.0,0.3143666,0.5200799,0.39694408,0.9243785,0.0,0.58045954,0.33685365,1.3994666,0.24039453,0.0,0.0,0.8313121,0.13096645,0.2094046,0.25268558,0.0,0.46333358,0.37821215,0.0,0.0,0.0,0.30692148,0.21163379,0.0,0.6643762,0.0,1.0455817,0.36456236,0.0,0.3634632,0.15775187,0.5168654,0.6288174,0.5527655,0.0,0.04445309,0.0,0.3590574,0.0,0.9613411,0.0,0.40939337,0.4298759,0.0,0.55531156,0.0,0.76542187,0.20406148,1.6071179,0.6442829,0.870284,0.0
"['Films_about_alcoholism', 'American_independent_films']",0.74885875,0.0,0.043300465,0.3672613,0.8019873,0.0,0.67629427,0.65968716,0.0,0.56256443,0.935516,0.6406705,0.43083277,0.0,0.0,0.0,1.0341717,0.0,0.46337727,0.0,0.0,0.88995945,0.87520313,0.0,0.3734967,0.8719177,0.12764807,0.2978313,0.0,0.0,0.6108988,0.5707398,0.0,0.0,0.82540554,0.81953686,0.0,0.058581226,0.035294417,0.0,0.889552,0.06695041,0.43622226,0.0,0.0,0.0,0.9268692,0.5939408,0.91111827,0.22927883,0.90646154,0.0,0.7352152,0.6330509,1.0370204,1.2179626,0.0,0.72598344,0.0,1.1603148,0.0,0.0,0.06540645,0.68333465
"['American_films', 'Works_by_Canadian_people', 'Jersey_in_fiction', 'Films_by_Hungarian_directors']",0.23218927,0.2851253,0.6422694,0.0,0.024245238,0.37890846,0.0,0.0,0.28557637,0.0,0.18566956,0.0,0.12852518,0.3768506,0.2082017,0.59710455,0.0,0.46695116,0.25006104,0.78131807,0.15819545,0.0,0.0,0.48103538,0.08200229,0.23257314,0.20823151,0.0,0.422249,0.22486784,0.0,0.0,0.0,0.27896655,0.16484173,0.0,0.48493376,0.0,0.5972053,0.17123087,0.0,0.37983468,0.27825353,0.3835722,0.500991,0.2983965,0.0,0.0,0.0,0.28507933,0.0,0.7072786,0.0,0.35748607,0.29306793,0.0,0.3658917,0.0,0.22769618,0.22626916,1.1143142,0.41535076,0.6044863,0.0
"['Universal_Pictures_films', 'Films_shot_in_Chicago']",0.4858365,0.33378783,0.16625011,0.0,0.0,0.4945998,0.0,0.3617943,0.49334127,0.0,0.05958567,0.0,0.8936945,0.89871126,0.58303934,0.78510934,0.0,0.40605232,0.0,1.3925545,0.041410666,0.0,0.0,0.96485525,0.79563785,0.0,0.0,0.0,0.06999432,0.43667775,0.0,0.0,0.0,0.09025563,0.43357047,0.0,0.874359,0.8345761,1.7836646,0.9176145,0.0,0.0,0.0,0.27588475,0.46592355,0.94296336,0.0,0.46620438,0.0,0.08314155,0.0,0.69322276,0.0,0.0,0.52847165,0.0,0.645914,0.0,1.0331945,0.0,1.1297482,0.5435745,0.5007778,0.0
['Films_directed_by_Olivier_Ducastel'],0.6256798,0.0,0.42572543,0.14878824,0.6248774,0.0,0.19677822,0.26898474,0.0,0.054057747,0.7878458,0.12484764,0.24301648,0.0,0.0,0.19439945,0.1599103,0.0,0.6576341,0.6990259,0.0,0.2548299,0.19094115,0.4538085,0.26179436,0.7921234,0.40162534,0.0,0.0,0.0,0.12587045,0.19102386,0.0,0.0,0.6684266,0.21931766,0.0,0.0,0.55945003,0.0,0.284408,0.39908972,0.6502406,0.0,0.0,0.0,0.08105174,0.44364697,0.44625622,0.67894197,0.20573364,0.05866345,0.12066603,0.9618518,0.8885126,0.14127147,0.0,0.17754433,0.28372827,1.0369422,0.8625362,0.0,0.43513808,0.14860299
"['European_films_by_country', 'French-language_films']",0.49560553,0.0,0.43228003,0.15423255,0.5120269,0.0,0.13948132,0.1353044,0.0,0.04467896,0.56372094,0.060438037,0.15875754,0.0,0.0,0.17774892,0.04851382,0.0,0.4704445,0.4465601,0.0,0.14444642,0.10357765,0.29544297,0.1886755,0.6320832,0.3191373,0.0,0.0,0.0,0.061061338,0.13288291,0.0,0.0,0.49645135,0.150736,0.0,0.0,0.42364666,0.0,0.21467057,0.3580542,0.5471244,0.0,0.0,0.0,0.10388367,0.2828132,0.29326698,0.4793233,0.090331234,0.13804306,0.10382087,0.72927177,0.6686492,0.053611666,0.0,0.07940043,0.08009495,0.7919033,0.70848787,0.067662336,0.37911633,0.09558531
['Russian_sex_comedy_films'],0.45899102,0.0,0.41717517,0.2813581,0.50189745,0.0,0.27823952,0.2223187,0.0,0.23638342,0.47061834,0.37059045,0.09813124,0.0,0.0,0.0,0.32732362,0.0,0.3078334,0.0,0.0,0.34646815,0.31058586,0.0,0.13336042,0.60425866,0.24281095,0.12191857,0.0,0.0,0.27133256,0.27083564,0.0,0.0,0.40090144,0.28631055,0.0,0.0,0.15751593,0.0,0.40838218,0.18339327,0.4305643,0.0,0.0,0.0,0.42124885,0.28410494,0.43226826,0.29955307,0.34422576,0.0,0.37309018,0.525408,0.6596598,0.47631508,0.0,0.23592626,0.0,0.7318017,0.13382545,0.12200553,0.28604257,0.25346994
"['American_films', '1980s_in_American_cinema']",0.7368355,0.0,0.2333879,0.002698327,0.6608497,0.0,0.35503206,0.630852,0.0,0.2396248,1.1857877,0.4075049,0.46096042,0.0,0.0,0.0,0.35458583,0.0,1.0326564,1.2096356,0.0,0.5718206,0.45723784,0.85450894,0.49705386,1.0620847,0.56772816,0.0,0.0,0.0,0.29064354,0.43491945,0.0,0.0,1.0733174,0.36606106,0.0,0.0,0.8649984,0.0,0.5313311,0.38431692,0.65406585,0.0,0.0,0.0,0.0,0.82510346,0.8468678,0.8953274,0.4966839,0.0,0.26253557,1.3141286,1.4134567,0.4672024,0.0,0.4630757,0.8901831,1.5145527,1.0714003,0.0,0.47292244,0.30219483
['Cinema_of_the_United_States'],0.4499193,0.0,0.4024286,0.30288234,0.4927513,0.0,0.31683895,0.25279748,0.0,0.29195622,0.4631484,0.43318695,0.103407726,0.0,0.0,0.0,0.39485374,0.0,0.280002,0.0,0.0,0.38963282,0.35077935,0.0,0.12652992,0.59734637,0.22441463,0.16471967,0.0,0.0,0.31896502,0.30101746,0.0,0.0,0.3929354,0.32170904,0.0,0.0,0.09546477,0.0,0.44620362,0.1531119,0.40888295,0.0,0.0,0.0,0.49111912,0.2982806,0.47339475,0.25938642,0.397946,0.0,0.4233314,0.48590732,0.6677244,0.58270735,0.0,0.28720957,0.0,0.7225498,0.015315587,0.12446255,0.27148142,0.28253663
"['Action_thriller_films_by_country', 'Wikipedia_categories_named_after_novels', 'Films_shot_in_New_Mexico']",0.0,0.50703627,0.7959739,0.22136566,0.0,0.9377466,0.0,0.0,1.2086786,0.0,0.0,0.0,0.77586234,0.8277895,0.77843094,1.540052,0.0,1.2524469,0.0,0.95766187,0.44499877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7584075,1.0761355,0.0,0.0,0.083406255,0.36657673,0.0,0.0,1.6045101,0.06901038,1.2296872,1.0040382,0.0,0.0,0.0,0.84945655,1.5144401,1.5487165,0.0,0.0,0.0,0.0,0.0,1.7250215,0.0,0.0,0.0,0.0,1.2301688,0.0,0.4492223,0.0,1.3934792,1.2660902,0.83711535,0.0
"['Films_adapted_into_comics', 'Korean_War_films', 'World_War_II_naval_films', 'Films_set_in_the_San_Francisco_Bay_Area']",0.5259289,0.0,0.4087908,0.033334546,0.45084345,0.0,0.11162343,0.1967904,0.0,0.006622876,0.7479115,0.0,0.28585488,0.0,0.0,0.2825577,0.0,0.0,0.64733464,0.88329196,0.0,0.08266415,0.04595447,0.60038114,0.26390925,0.6514979,0.36856332,0.0,0.0,0.0,0.0,0.0665331,0.0,0.0,0.6069672,0.08816393,0.0,0.0,0.6311834,0.0,0.09486584,0.45677593,0.5543734,0.0,0.0,0.0,0.0,0.3991899,0.31916282,0.66625696,0.0,0.17668834,0.0,0.8438172,0.79690886,0.0,0.0,0.06426376,0.36676186,0.82423466,0.95605016,0.019440198,0.46827945,0.03570407
"['American_basketball_films', '2004_directorial_debut_films']",0.05375763,0.3184796,0.5149785,0.0,0.0,0.3594826,0.0,0.0,0.32522368,0.0,0.10765217,0.0,0.19159685,0.31747818,0.24946307,0.59423184,0.0,0.47427815,0.15246579,0.87249637,0.16289553,0.0,0.0,0.52324677,0.0,0.085536405,0.11750333,0.0,0.33004686,0.2644605,0.0,0.0,0.0,0.25347713,0.119310506,0.0,0.47014967,0.0,0.58928084,0.22620846,0.0,0.16121566,0.051478937,0.40213647,0.40621662,0.40536052,0.0,0.0,0.0,0.17050995,0.0,0.6754255,0.0,0.19045289,0.15103205,0.0,0.35374007,0.0,0.45018706,0.04068731,1.032023,0.39049318,0.5743932,0.0
"['Films_shot_in_Germany', 'German_films', '2000s_war_drama_films', 'German_war_drama_films', '2004_drama_films', 'German_boxing_films', 'Films_scored_by_Normand_Corbeil', 'Films_directed_by_Dennis_Gansel', 'German_independent_films', 'Films_scored_by_Angelo_Badalamenti']",0.5206363,0.0,0.3221372,0.25238094,0.61218417,0.0,0.26548597,0.26346424,0.0,0.15687448,0.6305187,0.25070062,0.1853593,0.0,0.0,0.00185213,0.3299514,0.0,0.43337947,0.19177447,0.0,0.36019966,0.30932593,0.11065258,0.18058239,0.69316405,0.26374108,0.036178276,0.0,0.0,0.21975462,0.2742269,0.0,0.0,0.5517239,0.33574072,0.0,0.0,0.26250082,0.0,0.4316077,0.24427545,0.52433705,0.0,0.0,0.0,0.35167602,0.34589234,0.43781307,0.37599927,0.35582328,0.0,0.29486117,0.70607466,0.72053784,0.39543602,0.0,0.26561674,0.0,0.8967122,0.41307375,0.0,0.2590439,0.25886524
"['American_sex_comedy_films', '2006_directorial_debut_films']",0.6477224,0.0,0.29704696,0.14621285,0.657303,0.0,0.26661468,0.3293622,0.0,0.11885183,0.8627065,0.14188746,0.31148663,0.0,0.0,0.12059439,0.25152645,0.0,0.67204314,0.6612363,0.0,0.3543261,0.29318696,0.45335585,0.31783533,0.80405974,0.37049562,0.0,0.0,0.0,0.15534543,0.26393324,0.0,0.0,0.74007994,0.32958004,0.0,0.0,0.5116797,0.0,0.38937783,0.3994686,0.6221413,0.0,0.0,0.0,0.16788258,0.48483247,0.49748236,0.61937314,0.29995131,0.0,0.1827959,0.93787265,0.91680866,0.2264894,0.0,0.27160385,0.26355758,1.0605837,0.7416817,0.0,0.32768738,0.22785716
"['1968_directorial_debut_films', '1960s_speculative_fiction_films', 'American_exploitation_films', 'Films_by_director']",0.7933168,0.05929502,0.0,0.0,0.0,0.0,0.0,0.6155351,0.26524046,0.0,0.45205054,0.0,0.8767977,0.2985055,0.5026467,0.5008465,0.0,0.0,0.1917548,1.5438608,0.0,0.0,0.0,1.311998,0.9516019,0.0,0.0,0.0,0.0,0.107119635,0.0,0.0,0.0,0.0,0.54772717,0.058202177,0.41596523,0.730593,1.7815863,0.4879169,0.0,0.0,0.0,0.0,0.0,0.5061164,0.0,0.58130765,0.0,0.4798071,0.0,0.14834934,0.0,0.0,0.861746,0.0,0.22569409,0.0,1.1226568,0.0,0.99929345,0.26059425,0.36305887,0.06088473
"['Films_shot_in_Los_Angeles', 'Cinema_of_the_United_States']",0.435637,0.0,0.31875756,0.057321414,0.40417883,0.0,0.13043785,0.101997435,0.0,0.047347106,0.56206924,0.0,0.22405921,0.0,0.0,0.19644415,0.0,0.0,0.4480622,0.5134911,0.0,0.107277215,0.086001486,0.38477564,0.25588897,0.533025,0.2675126,0.0,0.028551312,0.0,0.0,0.08508455,0.0,0.0,0.4804214,0.12677127,0.028420225,0.0,0.42257077,0.0,0.15878728,0.39963174,0.44279215,0.0,0.005076329,0.0,0.02238333,0.24135005,0.22059143,0.41583505,0.0,0.14732279,0.045100458,0.5953333,0.59225774,0.0,0.0,0.035129156,0.06959973,0.6250296,0.65233743,0.022622336,0.29537782,0.07484149
"['English-language_films', 'American_romantic_comedy_films']",0.48398438,0.0,0.33596462,0.19791211,0.55241424,0.0,0.21323244,0.19219525,0.0,0.109454684,0.5927577,0.13368055,0.18321675,0.0,0.0,0.073328964,0.194293,0.0,0.43218613,0.29448104,0.0,0.259666,0.21833004,0.19809075,0.19637552,0.6415998,0.27199355,0.0,0.0,0.0,0.12711303,0.21770027,0.0,0.0,0.52447796,0.2639706,0.0,0.0,0.31402132,0.0,0.340394,0.30030555,0.51613736,0.0,0.0,0.0,0.24351014,0.30620325,0.34833318,0.38804948,0.22864714,0.009021717,0.2107088,0.6760232,0.66492593,0.21612959,0.0,0.18051612,0.00828917,0.8119176,0.51787305,0.0033676005,0.27785385,0.18418929
"['1974_martial_arts_films', '1974_films']",0.40785825,0.0,0.41205135,0.0,0.1802803,0.0,0.0,0.29961047,0.0,0.0,0.7706339,0.0,0.29897594,0.0,0.0,0.30881456,0.0,0.0,0.708994,1.3034191,0.040422715,0.0,0.0,0.9316784,0.28573835,0.5559498,0.46290636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5917008,0.0,0.0,0.0,0.94701684,0.0080859,0.0,0.30883887,0.36298403,0.0,0.0,0.0,0.0,0.5251803,0.28206944,0.82245344,0.0,0.19025011,0.0,0.84365696,0.84907883,0.0,0.0,0.0,0.9007838,0.72784895,1.1342448,0.07704295,0.63004893,0.0
"['Cinema_of_Ireland', 'Cultural_depictions_of_British_men', '2010s_films', 'Cultural_depictions_of_Charles_Dickens']",0.5688444,0.0,0.64928067,0.17315458,0.53691363,0.0,0.07738755,0.12861453,0.0,0.0,0.56050724,0.11738499,0.110414416,0.0,0.0,0.3304532,0.03234007,0.0,0.5483836,0.6700823,0.0,0.015178064,0.021631774,0.38468817,0.11884866,0.6871872,0.42257157,0.0,0.0,0.0,0.03576046,0.048442286,0.0,0.0,0.49566025,0.08332283,0.0,0.0,0.57105184,0.0,0.09284522,0.32868546,0.6579148,0.0,0.0,0.0,0.077738635,0.2986068,0.27857322,0.6084426,0.019692592,0.3220759,0.0,0.9459722,0.78301924,0.04081203,0.0,0.0,0.29417768,0.9759493,1.1118166,0.2248651,0.60059774,0.0
"['ABC_Weekend_Special', 'Luxembourgian_animated_films', 'Japanese_fantasy_adventure_films', 'Animated_films_based_on_animated_series']",0.691068,0.0,0.3872835,0.0,0.4706574,0.0,0.0858494,0.46233994,0.0,0.03968961,1.1255138,0.0769492,0.42763782,0.0,0.0,0.21544838,0.0,0.0,1.0150199,1.4528878,0.0,0.16638055,0.14949985,1.0746777,0.45925707,0.8611607,0.6098683,0.0,0.0,0.0,0.03880494,0.058724344,0.0,0.0,0.8808006,0.111969054,0.0,0.0,1.0705969,0.0,0.10206828,0.48697823,0.6114519,0.0,0.0,0.0,0.0,0.737198,0.5764756,1.0700728,0.062499344,0.05862303,0.0,1.1834527,1.234996,0.0,0.0,0.11434872,0.94629145,1.1639419,1.2690866,0.0,0.60910314,0.05920972
"['United_States_National_Film_Registry_films', '1960s_sports_films', 'Films_set_on_beaches', 'Films_shot_in_Asia_by_country', 'Films_shot_in_New_Zealand', 'Films_by_genre']",0.1649185,0.32359403,0.22992513,0.0,0.0,0.50784236,0.0,0.12331249,0.57038635,0.0,0.044499215,0.0,0.54351383,0.69872546,0.48176387,0.81122714,0.0,0.49967825,0.0,1.2746143,0.17497684,0.0,0.0,0.7855431,0.4174276,0.0,0.0,0.0,0.14566022,0.43063995,0.0,0.0,0.0,0.1747867,0.26520103,0.0,0.7500972,0.36786002,1.2744173,0.6150463,0.0,0.0,0.0,0.38793126,0.47865522,0.92997193,0.0,0.20650375,0.0,0.0,0.0,0.66979885,0.0,0.0,0.25019735,0.0,0.5280193,0.0,1.0536722,0.0,1.022486,0.47991958,0.48292148,0.0
"['American_teen_comedy_films', 'Cinema_of_the_United_States', '1980s_teen_comedy_films']",0.52682596,0.0,0.4841471,0.24535121,0.5888035,0.0,0.18500155,0.20328605,0.0,0.0698632,0.57481325,0.23512644,0.123551175,0.0,0.0,0.1309081,0.23268247,0.0,0.44263247,0.31848425,0.0,0.21740408,0.18952118,0.16250703,0.11316323,0.688099,0.31974617,0.0,0.0,0.0,0.16404304,0.18397117,0.0,0.0,0.4952616,0.23331845,0.0,0.0,0.36450905,0.0,0.2934574,0.23657775,0.576683,0.0,0.0,0.0,0.27819875,0.31677556,0.37072036,0.44987223,0.23695183,0.07751164,0.17982855,0.8001934,0.7328499,0.29406568,0.0,0.14743479,0.084767625,0.9368017,0.68807924,0.11573559,0.41334328,0.14313915
"['American_erotic_thriller_films', 'Films_shot_in_the_Las_Vegas_Valley']",0.6966494,0.0,0.16646017,0.3163989,0.82154155,0.0,0.48335195,0.502612,0.0,0.32030082,0.88932145,0.44900215,0.32396585,0.0,0.0,0.0,0.715219,0.0,0.5259395,0.13742994,0.0,0.68109924,0.6366831,0.06816691,0.30947563,0.9008524,0.250199,0.1338763,0.0,0.0,0.40875936,0.46125615,0.0,0.0,0.78979844,0.6175112,0.0,0.0,0.22176634,0.0,0.7094317,0.18834755,0.5575139,0.0,0.0,0.0,0.6110353,0.5185232,0.7231154,0.38708648,0.6973199,0.0,0.51008284,0.8349967,0.9581064,0.7862598,0.0,0.5210349,0.042686902,1.1927258,0.20249042,0.0,0.16300929,0.49013057
['French_films'],0.435237,0.0,0.4982782,0.28427228,0.46210027,0.0,0.24143805,0.19501427,0.0,0.20628443,0.4221556,0.38323057,0.051416703,0.0,0.0,0.0,0.28077656,0.0,0.27944687,0.0,0.0,0.28570247,0.24892412,0.0,0.080184884,0.5812704,0.2504083,0.104847685,0.0,0.0,0.26566824,0.22858189,0.0,0.0,0.33970776,0.22360468,0.0,0.0,0.17674741,0.0,0.3390617,0.16144016,0.43203837,0.0,0.0,0.0,0.38942292,0.2635122,0.39782903,0.31805265,0.29109186,0.0,0.33870065,0.52607775,0.6384318,0.45909175,0.0,0.18814623,0.0,0.7079526,0.18998097,0.19107057,0.3556352,0.20738067
"['Films_shot_in_Nepal', '20th-century_documentary_films']",0.041003816,0.36195758,0.27986187,0.0,0.0,0.43704668,0.0,0.0,0.5522905,0.0,0.093509614,0.0,0.41579515,0.5101756,0.3641012,0.6933453,0.0,0.5036722,0.038613766,1.122453,0.17454822,0.0,0.0,0.71652126,0.21388005,0.0,0.0,0.0,0.26344305,0.3600425,0.0,0.0,0.0,0.23853333,0.22161277,0.0,0.6713251,0.16786481,0.8845066,0.36704877,0.0,0.0,0.0,0.46103388,0.4181734,0.7400893,0.0,0.07731963,0.0,0.0,0.0,0.65665704,0.0,0.0,0.13006842,0.0,0.44770572,0.0,0.75375295,0.0,0.9736165,0.3803158,0.46093068,0.0
"['Films_by_director', 'Films_by_language']",0.21520491,0.40672076,0.21370572,0.0,0.0,0.65276307,0.0,0.198167,0.665929,0.0,0.0,0.0,0.84143454,0.9283956,0.5403883,0.79816467,0.0,0.7027664,0.0,1.1892589,0.08236678,0.0,0.0,0.7791379,0.54594547,0.0,0.0,0.0,0.22407266,0.5724336,0.0,0.0,0.0,0.1348454,0.35417745,0.0,1.0748833,0.75922847,1.5518647,1.0704689,0.0,0.0,0.0,0.5461346,0.75153095,1.2144727,0.0,0.32561833,0.0,0.0,0.0,0.98668844,0.0,0.0,0.21584135,0.0,0.75766915,0.0,0.87192535,0.0,1.151008,0.6117857,0.47373086,0.0
"['1990s_police_comedy_films', '1990s_parody_films']",0.3810907,0.14814055,0.57018113,0.0,0.0,0.1277647,0.0,0.21272354,0.11501567,0.0,0.5911544,0.0,0.24814776,0.0,0.12758955,0.56397015,0.0,0.0,0.59052235,1.440849,0.13765256,0.0,0.0,1.0105364,0.251388,0.41268945,0.406185,0.0,0.0,0.15362146,0.0,0.0,0.0,0.006985999,0.4351586,0.0,0.0,0.0,1.174595,0.18164963,0.0,0.20257154,0.25939423,0.027205184,0.0,0.0,0.0,0.38257945,0.07931304,0.80405647,0.0,0.37463823,0.0,0.7138287,0.6846992,0.0,0.07504185,0.0,1.0160145,0.49695978,1.3176757,0.28294995,0.778596,0.0
"['1976_films', 'African-American_comedy_films']",0.0,0.5431659,0.6188425,0.08078989,0.0,1.1110392,0.0,0.0,0.974664,0.0,0.0,0.0,0.5084596,1.0916207,0.6598944,1.2923111,0.0,1.2924632,0.0,0.9134495,0.35788172,0.0,0.0,0.095305085,0.0,0.0,0.0,0.0,0.59650767,0.9272539,0.0,0.0,0.116279975,0.31690004,0.0,0.0,1.4118118,0.10435898,1.0331663,1.0987084,0.0,0.0,0.0,0.9804425,1.3475173,1.6905812,0.0,0.0,0.0,0.0,0.0,1.5952194,0.0,0.0,0.0,0.0,1.125274,0.0,0.8145139,0.0,1.335427,1.1255398,0.8092076,0.0
"['American_mystery_thriller_films', 'American_psychological_thriller_films', 'Washington_(state)_culture']",0.0,0.40344232,0.23959902,0.0,0.0,0.66433924,0.0,0.0,0.736842,0.0,0.0,0.0,0.54345495,0.81848234,0.47830006,0.87715507,0.0,0.7746016,0.0,1.0654019,0.24739769,0.0,0.0,0.57471496,0.19573615,0.0,0.0,0.0,0.3556409,0.57911366,0.0,0.0,0.077190466,0.25503597,0.17276265,0.0,1.0134829,0.32832938,1.0207212,0.6924491,0.0,0.0,0.0,0.648194,0.7559441,1.2114385,0.0,0.015961802,0.0,0.0,0.0,0.9582491,0.0,0.0,0.0,0.0,0.6921099,0.0,0.818091,0.0,1.0334444,0.5799888,0.48546576,0.0
['Works_by_British_people'],0.59908926,0.0,0.24728128,0.32086557,0.69652915,0.0,0.42830598,0.42380342,0.0,0.31712645,0.72693,0.45924428,0.24642313,0.0,0.0,0.0,0.6140837,0.0,0.4251337,0.0,0.0,0.59137195,0.5398268,0.0,0.23458897,0.7837932,0.21930474,0.15487598,0.0,0.0,0.39756858,0.40453354,0.0,0.0,0.63919246,0.5078174,0.0,0.0,0.15327106,0.0,0.62337023,0.15059692,0.49050546,0.0,0.0,0.0,0.58527213,0.43686947,0.6409289,0.33406773,0.60105425,0.0,0.4990832,0.6776114,0.8332386,0.7464482,0.0,0.4428068,0.0,0.99772614,0.07671927,0.0,0.19039837,0.43003073
"['American_films_by_genre', 'Films_by_American_directors']",0.71275145,0.0,0.26483917,0.32226095,0.80559856,0.0,0.46720436,0.4963976,0.0,0.3043889,0.86813784,0.5027162,0.29384455,0.0,0.0,0.0,0.7279625,0.0,0.5303831,0.15304427,0.0,0.65294045,0.6115839,0.049643934,0.26876092,0.9137083,0.2657738,0.12120766,0.0,0.0,0.4352438,0.42600092,0.0,0.0,0.7562651,0.5759255,0.0,0.0,0.2565465,0.0,0.6503059,0.13831818,0.57306397,0.0,0.0,0.0,0.61065704,0.50857973,0.73572505,0.43819383,0.682628,0.0,0.4903845,0.8780721,0.98763317,0.81221133,0.0,0.48596486,0.08089402,1.225895,0.26739043,0.0,0.26381576,0.46885154
