categories,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49,neuron_50,neuron_51,neuron_52,neuron_53,neuron_54,neuron_55,neuron_56,neuron_57,neuron_58,neuron_59,neuron_60,neuron_61,neuron_62,neuron_63,neuron_64
"['Films_set_in_Turkey', 'Turkish_films']",0.16971564,0.050104,0.22855242,0.0,0.16817984,0.010286738,0.026916703,0.006917618,0.06402625,0.0,0.34729385,0.0,0.2114782,0.045263503,0.0018827331,0.22047544,0.0,0.10811596,0.2612294,0.4757554,0.0,0.0,0.0,0.34544343,0.14807391,0.27667898,0.13306113,0.0,0.12533318,0.0042117946,0.0,0.0,0.0,0.09198199,0.29805216,0.014455059,0.18984003,0.0,0.30180338,0.019688413,0.0,0.27814126,0.21642444,0.1395348,0.108164124,0.0,0.0,0.13103902,0.034265377,0.20671956,0.0,0.2273202,0.0,0.30875516,0.31093425,0.0,0.043133866,0.0,0.0973473,0.2921669,0.54296184,0.05543488,0.23785403,0.0
"['Films_about_legendary_creatures', 'Japanese_fantasy_comedy_films', '2000s_science_fiction_comedy_films', 'Shochiku_films', 'Asian_films_by_country', 'Films_by_director']",0.028671514,0.26866484,0.04970558,0.0,0.0,0.3022977,0.0,0.0,0.4497014,0.0,0.107967794,0.0,0.4019482,0.47846356,0.22934115,0.50245744,0.0,0.44134405,0.037993193,0.77644074,0.14417075,0.0,0.0,0.55087614,0.25658047,0.0,0.0,0.0,0.32357594,0.2653553,0.0,0.0,0.0,0.2588261,0.24040405,0.0,0.6391957,0.2228159,0.5268048,0.21078284,0.0,0.038338915,0.0,0.46017447,0.37326506,0.650568,0.0,0.0,0.0,0.0,0.0,0.51728415,0.0,0.0,0.038855217,0.0,0.34352592,0.0,0.36899227,0.0,0.6376419,0.22277935,0.19824347,0.0
"['2000s_English-language_films', '2001_films']",0.61110353,0.0,0.17901012,0.33906043,0.73782724,0.0,0.48043144,0.47847268,0.0,0.35966763,0.77862614,0.48815748,0.28815097,0.0,0.0,0.0,0.7081641,0.0,0.43039247,0.0,0.0,0.6642092,0.6053294,0.0,0.2514855,0.81214565,0.19428022,0.1819203,0.0,0.0,0.44221696,0.45042306,0.0,0.0,0.6911841,0.5830824,0.0,0.0,0.11140683,0.0,0.6940526,0.13502121,0.48395705,0.0,0.0,0.0,0.6470882,0.47587782,0.69850874,0.2983207,0.67661047,0.0,0.5442566,0.6844418,0.86810565,0.849407,0.0,0.52333486,0.0,1.0498987,0.014096703,0.0,0.15095067,0.48316032
"['American_independent_films', 'English-language_films', 'Films_by_country', 'Brooklyn_in_fiction', 'American_films', 'Films_set_in_Brooklyn']",0.07374731,0.323905,0.24028328,0.0,0.0,0.64793986,0.0,0.0,0.83744466,0.0,0.0,0.0,0.87431186,0.7046463,0.49755314,0.9021367,0.0,0.8877277,0.0,0.84801686,0.15312558,0.0,0.0,0.4302448,0.20781636,0.0,0.0,0.0,0.45563477,0.7954291,0.0,0.0,0.027683236,0.25245798,0.25451753,0.0,1.287427,0.63248444,1.3375486,1.0273201,0.0,0.0,0.0,0.8052608,1.0690618,1.3854245,0.0,0.03223726,0.0,0.0,0.0,1.2842033,0.0,0.0,0.0,0.0,0.9886379,0.0,0.49071798,0.0,1.0807194,0.6639387,0.5098999,0.0
['Films_set_in_New_York_City'],0.17433096,0.22660807,0.52842474,0.0,0.045416225,0.32742774,0.0,0.0,0.26015642,0.0,0.13229893,0.0,0.12161874,0.34321713,0.17565806,0.48848975,0.0,0.45133993,0.16538283,0.5647307,0.11826676,0.0,0.0,0.3581583,0.059320882,0.19722807,0.15936172,0.0,0.39688247,0.1867232,0.0,0.0,0.0,0.2483692,0.13983981,0.0,0.44990477,0.0,0.43794885,0.14067909,0.0,0.3213573,0.23374604,0.31533328,0.47380534,0.28462294,0.0,0.0,0.0,0.15186456,0.0,0.6149225,0.0,0.26527062,0.21377327,0.0,0.313313,0.0,0.09919728,0.18062207,0.9076307,0.35031807,0.46989787,0.0
['Medical-themed_films'],0.6338239,0.0,0.61582667,0.17888263,0.595277,0.0,0.11977236,0.18009362,0.0,0.0,0.66185194,0.13175482,0.14837532,0.0,0.0,0.28843972,0.07946373,0.0,0.6173659,0.68776953,0.0,0.107239194,0.085972056,0.40999946,0.16538431,0.77537704,0.43948284,0.0,0.0,0.0,0.08397739,0.09555133,0.0,0.0,0.5586473,0.11235388,0.0,0.0,0.59775865,0.0,0.15213932,0.36365253,0.6905272,0.0,0.0,0.0,0.062096547,0.3602826,0.35980144,0.7003575,0.098936915,0.23110813,0.039325766,1.0015157,0.8507899,0.077835016,0.0,0.040426485,0.28410694,1.0402368,1.0434734,0.15722361,0.5709822,0.044542126
"['Films_set_in_West_Germany', 'Spanish-language_films', 'English-language_films_by_country', 'German_fantasy_films', 'Metaphysical_fiction_films', 'Hebrew-language_films']",0.0,0.5135607,0.42383397,0.0,0.0,0.87978244,0.0,0.0,0.87956345,0.0,0.0,0.0,0.56474817,1.0002183,0.53344196,1.0722865,0.0,0.93438226,0.0,1.1317902,0.3157688,0.0,0.0,0.46701807,0.13283905,0.0,0.0,0.0,0.4208121,0.69119525,0.0,0.0,0.034412004,0.2525986,0.11621229,0.0,1.1924479,0.29592615,1.102448,0.8610685,0.0,0.0,0.0,0.7404833,0.98472655,1.3782258,0.0,0.0,0.0,0.0,0.0,1.1919569,0.0,0.0,0.0,0.0,0.8389333,0.0,0.8696313,0.0,1.1916592,0.7590137,0.6218543,0.0
['Films_directed_by_Garry_Marshall'],0.0006789714,0.25067917,0.06443788,0.0,0.0,0.3879026,0.0,0.059809696,0.45406765,0.0,0.0,0.0,0.31733018,0.48319256,0.44831136,0.58320343,0.0,0.43940285,0.0,1.0208018,0.20014697,0.0,0.0,0.6596255,0.23543642,0.0,0.0,0.0,0.108109616,0.38589305,0.0,0.0,0.14044344,0.1637002,0.1286056,0.0,0.5095545,0.16806932,0.91261184,0.43461913,0.0,0.0,0.0,0.3309265,0.31697682,0.8056519,0.0,0.07989088,0.0,0.0,0.0,0.51626027,0.0,0.0,0.0,0.0,0.37949172,0.0,0.9439696,0.0,0.77353644,0.35170785,0.3876645,0.0
['2014_films'],0.0,0.5056293,0.34878594,0.0,0.0,0.9496138,0.0,0.0,0.871097,0.0,0.0,0.0,0.4782166,1.0617563,0.51719993,1.1301274,0.0,1.069065,0.0,0.8536771,0.43660936,0.0,0.0,0.19170003,0.0,0.0,0.0,0.0,0.6423423,0.7241121,0.0,0.0,0.15753378,0.3681089,0.021818725,0.0,1.26278,0.11957703,0.704961,0.67517114,0.0,0.0,0.0,0.78925747,1.0290049,1.4178312,0.0,0.0,0.0,0.0,0.0,1.2568406,0.0,0.0,0.0,0.0,0.8840879,0.0,0.54429525,0.0,1.0964313,0.78363097,0.585055,0.0
"['1983_3D_films', 'American_post-apocalyptic_fiction', '1980s_science_fiction_adventure_films']",0.51957476,0.09989175,0.0,0.0,0.0,0.13682154,0.0,0.45877,0.4270664,0.0,0.077079475,0.0,0.904336,0.48900104,0.51728475,0.5881676,0.0,0.25837252,0.0,1.2642944,0.0,0.0,0.0,1.0543646,0.7536654,0.0,0.0,0.0,0.0,0.29478616,0.0,0.0,0.03124451,0.005197061,0.46580967,0.07193692,0.66361386,0.75460285,1.5765727,0.67190266,0.0,0.0,0.0,0.13995354,0.27375484,0.8596877,0.0,0.46689612,0.0,0.075191855,0.0,0.4726327,0.0,0.0,0.55421597,0.0,0.38486058,0.0,0.94940764,0.0,0.9959661,0.33954892,0.3452242,0.0
"['Australian_comedy_films', 'Films_set_in_Melbourne']",0.55631334,0.0,0.26521802,0.3854736,0.5432897,0.0,0.5179404,0.46198982,0.0,0.4921321,0.63280237,0.6718187,0.2520703,0.0,0.0,0.0,0.79861516,0.0,0.2857434,0.0,0.0,0.6328838,0.6064805,0.0,0.17003106,0.64679366,0.1341041,0.29345787,0.0,0.0,0.55389714,0.4355155,0.0,0.0,0.50502694,0.5733334,0.0,0.0,0.0,0.0,0.6421112,0.0,0.35233876,0.0,0.0,0.0,0.826509,0.4341862,0.69139534,0.14644384,0.6901588,0.0,0.6259963,0.4148073,0.8363194,1.0985365,0.0,0.5645242,0.0,0.84650415,0.0,0.04585103,0.22234055,0.49421722
"['Films_based_on_British_novels', 'British_films']",0.48783323,0.0,0.42820653,0.15631093,0.5333982,0.0,0.15993516,0.25764546,0.0,0.040383358,0.6856137,0.18901286,0.20404652,0.0,0.0,0.16644463,0.1718953,0.0,0.56850004,0.6350838,0.0,0.20372476,0.1543322,0.37480065,0.1607975,0.69664866,0.36414558,0.0,0.0,0.0,0.14451465,0.17289564,0.0,0.0,0.5782329,0.18903562,0.0,0.0,0.4753334,0.0,0.23486874,0.2903126,0.56291705,0.0,0.0,0.0,0.08315252,0.41616747,0.40672773,0.57059306,0.19762759,0.0680708,0.10274112,0.8831298,0.8038008,0.2033097,0.0,0.1970269,0.32147682,0.9530485,0.8141403,0.045719907,0.4572996,0.118698806
"['Films_based_on_television_series', 'English-language_films_by_studio', '1996_LGBT-related_films', 'Canadian_films', 'English-language_films', 'Films_about_depression', 'Canadian_LGBT-related_films']",0.5706726,0.0,0.48790002,0.17834145,0.5757007,0.0,0.1550703,0.18834178,0.0,0.033638757,0.6375308,0.12421248,0.16021965,0.0,0.0,0.19199693,0.11564815,0.0,0.53904545,0.5109303,0.0,0.18396777,0.14168416,0.319795,0.18791623,0.71666956,0.3655417,0.0,0.0,0.0,0.10646395,0.14861882,0.0,0.0,0.5456672,0.17063297,0.0,0.0,0.48282313,0.0,0.2394486,0.34339392,0.61495346,0.0,0.0,0.0,0.1221714,0.33890754,0.3594247,0.57843256,0.15026498,0.12200418,0.12264134,0.85244584,0.7681441,0.12687574,0.0,0.098463744,0.14675266,0.92801416,0.7970172,0.07856817,0.43799677,0.11082915
['2020s_female_buddy_films'],0.0,0.40845412,0.5604585,0.0,0.0,0.46574146,0.0,0.0,0.4244071,0.0,0.0,0.0,0.18709275,0.4310209,0.34692353,0.698913,0.0,0.59442437,0.062319055,0.9683182,0.21102421,0.0,0.0,0.55241096,0.0,0.0,0.05897925,0.0,0.3846723,0.34932882,0.0,0.0,0.0,0.30214185,0.057204153,0.0,0.5883272,0.0,0.6702868,0.32797363,0.0,0.06408674,0.0,0.513641,0.49542585,0.5816076,0.0,0.0,0.0,0.1026811,0.0,0.7879012,0.0,0.069411784,0.057424836,0.0,0.4637662,0.0,0.56245875,0.0,1.1106092,0.48430455,0.64081913,0.0
"['Films_about_dysfunctional_families', '1995_films']",0.70793074,0.0,0.22466734,0.18658952,0.77468723,0.0,0.4152509,0.51425564,0.0,0.23272951,1.0120217,0.38254115,0.3743713,0.0,0.0,0.01605323,0.52519333,0.0,0.7514497,0.6601888,0.0,0.59665394,0.5259437,0.41015428,0.38802022,0.9672425,0.40974936,0.0,0.0,0.0,0.33979112,0.44091678,0.0,0.0,0.91259235,0.49083593,0.0,0.0,0.4838528,0.0,0.60787565,0.32666373,0.63432866,0.0,0.0,0.0,0.3104854,0.6266703,0.7362142,0.61583287,0.5807759,0.0,0.3389269,1.1070285,1.1266516,0.5532023,0.0,0.5013511,0.39599383,1.330901,0.6617758,0.0,0.3151425,0.38077337
"['Films_set_in_Oklahoma', 'Films_about_proms', 'American_dance_films']",0.33683708,0.22373322,0.40679827,0.0,0.0,0.12741202,0.0,0.23667255,0.2336549,0.0,0.6365253,0.0,0.39719424,0.12353515,0.22534733,0.58295345,0.0,0.013473377,0.4803975,1.4608186,0.09196135,0.0,0.0,1.0432965,0.40660855,0.29455206,0.20753549,0.0,0.0,0.14543392,0.0,0.0,0.0,0.09192878,0.448151,0.0,0.17394248,0.05865687,1.2573522,0.2358306,0.0,0.20294869,0.029264994,0.13503392,0.0,0.14527328,0.0,0.43844348,0.0,0.71973854,0.0,0.30942008,0.0,0.48056805,0.66400313,0.0,0.1575198,0.0,1.0019566,0.31006625,1.1393405,0.22891672,0.61828434,0.0
['Films_scored_by_Mark_Mothersbaugh'],0.09102447,0.37552774,0.25703984,0.0,0.0,0.6745966,0.0,0.11829525,0.6696864,0.0,0.0,0.0,0.6709594,0.9193027,0.5551179,0.870408,0.0,0.7575224,0.0,1.1284715,0.17094235,0.0,0.0,0.63766515,0.3994397,0.0,0.0,0.0,0.24296881,0.6083662,0.0,0.0,0.08610202,0.17416275,0.22598137,0.0,1.0180973,0.5063413,1.3649092,0.99999666,0.0,0.0,0.0,0.6002023,0.821437,1.2789209,0.0,0.19370893,0.0,0.0,0.0,1.0161817,0.0,0.0,0.068670005,0.0,0.7470096,0.0,0.9593402,0.0,1.1225406,0.68607897,0.4894886,0.0
['American_films'],0.6441102,0.0,0.49271402,0.25646785,0.60648793,0.0,0.28866634,0.31910172,0.0,0.15611203,0.6771925,0.39010653,0.15981755,0.0,0.0,0.011553336,0.414741,0.0,0.46602285,0.1964059,0.0,0.3672029,0.3477866,0.08831227,0.15170941,0.7545185,0.3009279,0.02173968,0.0,0.0,0.30422512,0.2369113,0.0,0.0,0.52959174,0.30007854,0.0,0.0,0.3779142,0.0,0.36333174,0.15651393,0.55898166,0.0,0.0,0.0,0.4018587,0.39373472,0.5155331,0.5251811,0.3866299,0.0,0.3054591,0.8005462,0.85425615,0.51740146,0.0,0.21351033,0.051275175,1.0080205,0.46422207,0.13544056,0.4282553,0.27010775
"['English-language_films', '2006_films', '2006_comedy-drama_films', 'Films_about_filmmaking', 'Films_about_actors', 'Films_shot_in_London', 'Films_set_in_England', 'British_films', 'Medical-themed_films', 'Films_directed_by_Roger_Michell']",0.49125525,0.0,0.6208054,0.2235279,0.4533221,0.0,0.1378224,0.112850085,0.0,0.034791585,0.43494743,0.2572743,0.039116945,0.0,0.0,0.13020152,0.13523583,0.0,0.351225,0.19331203,0.0,0.10108888,0.11315556,0.09454134,0.040711448,0.5921486,0.30244732,0.0,0.0,0.0,0.13827115,0.08147877,0.0,0.0,0.32393363,0.1195449,0.0,0.0,0.3940221,0.0,0.1393396,0.17816976,0.5076642,0.0,0.020341206,0.0,0.26007786,0.22704713,0.26975748,0.43881518,0.12043801,0.18802774,0.12235084,0.6887888,0.6612883,0.23679522,0.0,0.0103613585,0.007692091,0.7977665,0.6549605,0.27665615,0.49863434,0.07942306
"['Martial_arts_comedy_films', 'American_films_by_genre', '2003_films', 'Lakeshore_Entertainment_films', 'Cinema_of_the_United_States', 'Films_set_in_a_movie_theatre', 'American_films', 'Films_based_on_comics_by_country_of_comic', 'English-language_films', '2000s_superhero_films', 'Films_shot_in_Hamilton,_Ontario']",0.0,0.20006394,0.0,0.0,0.0,0.26005337,0.0,0.08539422,0.45275676,0.0,0.0,0.0,0.43754444,0.35231236,0.28002837,0.4498177,0.0,0.39753276,0.0,0.86071694,0.1090927,0.0,0.0,0.6441876,0.25639686,0.0,0.0,0.0,0.15394442,0.3028732,0.0,0.0,0.13520081,0.19549155,0.252979,0.0,0.58095473,0.33669063,0.6876161,0.28750017,0.0,0.0,0.0,0.40636855,0.2365252,0.80933833,0.0,0.13326372,0.0,0.0,0.0,0.41451088,0.0,0.0,0.0,0.0,0.29204232,0.0,0.69646734,0.0,0.54371345,0.18463062,0.18931076,0.0
"['British_remakes_of_American_films', 'Culture_in_London']",0.0076240255,0.23638684,0.031688716,0.0,0.0,0.22989385,0.0,0.025289806,0.39515367,0.0,0.15773611,0.0,0.38823587,0.31977606,0.22740981,0.45875394,0.0,0.3452485,0.080358006,0.86660033,0.10700385,0.0,0.0,0.62971246,0.22711386,0.0,0.0,0.0,0.19289844,0.23145385,0.0,0.0,0.0,0.20743002,0.24985445,0.0,0.5067896,0.20364733,0.6096611,0.19870059,0.0,0.0,0.0,0.38851324,0.22312775,0.56616473,0.0,0.09605512,0.0,0.0,0.0,0.41646105,0.0,0.0,0.07149991,0.0,0.2696039,0.0,0.541782,0.0,0.6424817,0.17119774,0.24432206,0.0
"['Films_produced_by_Michael_Bay', 'American_vigilante_films', 'Ninja_films', '2014_martial_arts_films', 'New_Line_Cinema_franchises']",0.0,1.1915841,1.7662508,1.1408168,0.0,2.2250807,0.0,0.0,1.5340387,0.0,0.0,0.0,0.40901032,1.5579158,1.3596298,2.7424731,0.0,2.0881407,0.0,1.0895472,0.8911528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0504675,1.387689,0.0,0.0,0.06473911,0.35238653,0.0,0.0,2.0483165,0.0,0.921791,1.4877616,0.0,0.0,0.0,1.2645456,2.553861,2.2956636,0.0,0.0,0.0,0.0,0.0,2.6561487,0.0,0.0,0.0,0.0,1.5490934,0.0,0.70050496,0.0,2.3173232,2.2107089,1.7768933,0.0
"['Romance_anime_and_manga', 'Anime_films', 'Bandai_Entertainment_manga_titles', 'Bandai_Entertainment_anime_titles', 'Films_based_on_young_adult_literature']",0.0,0.4481525,0.49466085,0.0,0.0,0.88118345,0.0,0.0,0.9966297,0.0,0.0,0.0,0.7403467,0.90950596,0.58253026,1.1877465,0.0,1.061734,0.0,0.96219206,0.2800129,0.0,0.0,0.26068342,0.05981115,0.0,0.0,0.0,0.50648963,0.89226174,0.0,0.0,0.043787014,0.27515537,0.09990654,0.0,1.4068296,0.36951172,1.2623757,1.0327895,0.0,0.0,0.0,0.88927567,1.2791095,1.539367,0.0,0.0,0.0,0.0,0.0,1.4379064,0.0,0.0,0.0,0.0,1.0769993,0.0,0.68613863,0.0,1.2093368,0.91724056,0.66661334,0.0
"['French_animated_fantasy_films', 'French_independent_films']",0.14349969,0.17721424,0.0,0.0,0.0,0.28650254,0.0,0.19909377,0.43441424,0.0,0.05026451,0.0,0.5048776,0.4513191,0.41360766,0.5651059,0.0,0.34577754,0.0,1.0987103,0.11745512,0.0,0.0,0.7833537,0.4335992,0.0,0.0,0.0,0.05329653,0.32458922,0.0,0.0,0.13160539,0.14417407,0.28079063,0.0,0.5604713,0.38560587,1.067147,0.45081514,0.0,0.0,0.0,0.28870758,0.25481382,0.8360908,0.0,0.2471157,0.0,0.0,0.0,0.4363539,0.0,0.0,0.15860857,0.0,0.33317593,0.0,0.9754881,0.0,0.75031304,0.2908693,0.30044833,0.0
"['Films_set_in_Rome', 'Italian-language_films']",0.32357395,0.0,0.68622106,0.18802762,0.29422882,0.18117888,0.015465638,0.0,0.0,0.0,0.19065501,0.10936294,0.0,0.08699397,0.0,0.16184357,0.0,0.20026246,0.21764718,0.1027981,0.0,0.0,0.0,0.037616175,0.0,0.42405412,0.2935609,0.0,0.16948554,0.0,0.0,0.0,0.0,0.0,0.13999408,0.0,0.038946126,0.0,0.35146454,0.0013253409,0.0,0.25425485,0.42804205,0.027246106,0.23891734,0.0,0.08141417,0.06422828,0.07504829,0.33443052,0.0,0.36806604,0.032343753,0.49381155,0.4416747,0.0,0.14111623,0.0,0.0,0.51132584,0.64264274,0.36707708,0.51158893,0.0
"['Films_scored_by_Graeme_Revell', '2000s_satirical_films', 'Films_with_screenplays_by_Charlie_Kaufman', 'North_American_films_by_country', 'French_fantasy_comedy-drama_films', '2001_films', 'English-language_French_films', '2000s_fantasy_comedy-drama_films', '2000s_English-language_films', 'American_fantasy_comedy-drama_films']",0.25292787,0.08870409,0.5046086,0.07037634,0.20042166,0.20609944,0.0,0.0,0.13526131,0.0,0.20995228,0.0,0.083073296,0.19340113,0.07808285,0.34644413,0.0,0.3106682,0.21302274,0.3877493,0.03093698,0.0,0.0,0.26617432,0.056505736,0.3071545,0.19974218,0.0,0.2827711,0.08169761,0.0,0.0,0.0,0.14656682,0.18746412,0.0,0.2797733,0.0,0.37256765,0.054113496,0.0,0.3160456,0.3376808,0.15825173,0.35378933,0.068812266,0.0,0.0024139762,0.0,0.20330837,0.0,0.4602427,0.0,0.3807263,0.31265366,0.0,0.192774,0.0,0.0,0.36083934,0.7892232,0.269389,0.40929863,0.0
"['French_zombie_films', '2000s_action_horror_films', '2009_films', 'French-language_films']",0.29560387,0.03126332,0.74039227,0.13628365,0.2326742,0.28030455,0.0,0.0,0.052314464,0.0,0.13134156,0.0,0.0,0.1874615,0.03705587,0.28504795,0.0,0.32123217,0.20862466,0.23715924,0.0,0.0,0.0,0.13274674,0.0,0.3713449,0.3004826,0.0,0.27761275,0.0718009,0.0,0.0,0.0,0.09487695,0.089961134,0.0,0.1627421,0.0,0.42859018,0.04744074,0.0,0.29955596,0.4245885,0.1259727,0.35107335,0.0,0.0,0.0,0.0,0.34104386,0.0,0.5134429,0.0,0.48095974,0.3814075,0.0,0.22842212,0.0,0.0,0.44098243,0.82238066,0.4209031,0.569501,0.0
"['2012_directorial_debut_films', '2010s_road_comedy-drama_films', 'Films_shot_in_the_United_States_by_city', 'Film_scores_by_composer', 'Films_set_in_the_future', 'American_films', 'Films_set_in_Delaware', 'Indian_Paintbrush_(production_company)_films', 'Films_set_in_New_York_City', 'Impact_event_films', 'Films_shot_in_Los_Angeles_County,_California', 'Films_produced_by_Steve_Golin', 'American_road_comedy-drama_films', 'Male_bisexuality_in_film']",0.0,1.0760815,1.6336831,0.9901181,0.0,2.0011141,0.0,0.0,1.5707105,0.0,0.0,0.0,0.54899645,1.3938481,1.2306074,2.4964201,0.0,1.9456743,0.0,1.105299,0.877655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9623056,1.3577362,0.0,0.0,0.050922424,0.3184075,0.0,0.0,1.9619955,0.0,0.9317682,1.286842,0.0,0.0,0.0,1.0944455,2.3043149,2.1026967,0.0,0.0,0.0,0.0,0.0,2.4615338,0.0,0.0,0.0,0.0,1.4865597,0.0,0.57667625,0.0,2.1457705,2.0346076,1.6117656,0.0
"['BBC_Film_films', 'Films_shot_in_Berkshire', 'British_romantic_thriller_films', 'Luxembourgian_romance_films']",0.6280779,0.0,0.4594025,0.038425557,0.57617193,0.0,0.20505087,0.46121365,0.0,0.10605268,0.95888114,0.36149198,0.31801468,0.0,0.0,0.15972698,0.21100219,0.0,0.92238396,1.1567544,0.0,0.34471983,0.25365072,0.7120381,0.36163372,0.9436985,0.5918267,0.0,0.0,0.0,0.2379312,0.2879468,0.0,0.0,0.89498955,0.17063068,0.0,0.0,0.7899393,0.0,0.32418784,0.35252035,0.68301755,0.0,0.0,0.0,0.0,0.66468966,0.6778178,0.8725452,0.30686295,0.046117954,0.109198906,1.2996036,1.2375681,0.31560892,0.0,0.28629503,0.81901884,1.3422924,1.2097967,0.059746765,0.65481466,0.12775868
"['Films_scored_by_Marco_Beltrami', 'Films_about_nightmares', 'Vampires_in_film', 'Films_by_country', 'Films_scored_by_American_composers', 'Supernatural_horror_films_by_country', 'Films_about_psychic_powers', 'Films_by_American_directors', 'Cultural_depictions_of_Judas_Iscariot']",0.0,0.48583937,0.85799587,0.28949916,0.0,1.0773873,0.0,0.0,1.1940856,0.0,0.0,0.0,0.7224387,0.85204846,0.8373942,1.6389815,0.0,1.3936279,0.0,0.91354805,0.43083647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8420538,1.1694411,0.0,0.0,0.103099965,0.41150278,0.0,0.0,1.6402848,0.0,1.2230959,1.0961789,0.0,0.0,0.0,0.91943383,1.6168675,1.6630737,0.0,0.0,0.0,0.0,0.0,1.849722,0.0,0.0,0.0,0.0,1.3652382,0.0,0.50337213,0.0,1.5244483,1.398758,1.0156832,0.0
"['Films_shot_in_Los_Angeles', '1977_independent_films']",0.42144555,0.3162774,0.9438608,0.0,0.0,0.4259219,0.0,0.0,0.29771933,0.0,0.408832,0.0,0.2326624,0.24603349,0.24090779,0.822092,0.0,0.28018567,0.53066516,1.4416394,0.22202937,0.0,0.0,0.87602377,0.15850627,0.4046989,0.46989095,0.0,0.23069806,0.29912132,0.0,0.0,0.0,0.17884807,0.2949613,0.0,0.2938364,0.0,1.1007429,0.22396837,0.0,0.4142506,0.34916312,0.2532794,0.33604127,0.23040882,0.0,0.19366308,0.0,0.63602287,0.0,0.8165305,0.0,0.75299215,0.63503987,0.0,0.3463375,0.0,0.90415615,0.49740124,1.6553873,0.571477,0.9552487,0.0
"['Cinema_of_the_United_Kingdom', 'American_films', 'Films_directed_by_Peter_Chelsom', 'British_comedy-drama_films']",0.4445161,0.0,0.38478476,0.0,0.21176125,0.0,0.0,0.35924065,0.0,0.0,0.8552325,0.0,0.31990963,0.0,0.0,0.2817428,0.0,0.0,0.76509964,1.3625424,0.018303806,0.0,0.0,1.0086074,0.2998887,0.58895934,0.4580963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62983245,0.0,0.0,0.0,1.0187573,0.0,0.0,0.30660272,0.38808247,0.0,0.0,0.0,0.0,0.5890978,0.32460213,0.9140307,0.0,0.1305125,0.0,0.8729803,0.91566205,0.0,0.0,0.0,0.9426624,0.7913417,1.1497695,0.029739305,0.63819593,0.0
"['2021_films', 'French_films']",0.7142643,0.0,0.09204201,0.35898402,0.86358064,0.0,0.5926166,0.60235685,0.0,0.42958748,0.9479518,0.55802673,0.37521204,0.0,0.0,0.0,0.90461427,0.0,0.50484407,0.039781578,0.0,0.81942505,0.7693831,0.0,0.32558146,0.94665354,0.20255058,0.2104396,0.0,0.0,0.52309144,0.5358757,0.0,0.0,0.8486877,0.73849756,0.0,0.0,0.1344093,0.0,0.8179067,0.1236742,0.5231603,0.0,0.0,0.0,0.75562054,0.575994,0.8490176,0.3134684,0.8394258,0.0,0.6204597,0.81882393,1.0225202,1.0300118,0.0,0.6594487,0.04323698,1.2679212,0.021023188,0.0,0.13600583,0.59163845
"['2016_documentary_films', 'Neon_(distributor)_films', 'American_documentary_films']",0.5123751,0.0,0.31680718,0.29437733,0.6044485,0.0,0.33877867,0.30311906,0.0,0.24390067,0.6003076,0.3832077,0.18098652,0.0,0.0,0.0,0.4531599,0.0,0.36119598,0.0,0.0,0.44470912,0.399333,0.0,0.17340936,0.6874091,0.2230618,0.12024487,0.0,0.0,0.30962688,0.31915838,0.0,0.0,0.5202254,0.39775178,0.0,0.0,0.16625993,0.0,0.49635378,0.16365498,0.465342,0.0,0.0,0.0,0.49405172,0.3490302,0.5044048,0.30649278,0.45602724,0.0,0.39375994,0.62064767,0.72549886,0.57451224,0.0,0.32503337,0.0,0.87395215,0.18537539,0.02289655,0.23068985,0.32142726
"['American_fantasy_adventure_films', 'British_films', 'Films_scored_by_Laurence_Rosenthal', 'Films_by_British_directors']",0.3667692,0.1493521,0.42167985,0.0,0.11312949,0.027015386,0.0,0.15106152,0.12131045,0.0,0.695773,0.0,0.38697255,0.0,0.066501014,0.45718187,0.0,0.0,0.5874973,1.2565637,0.056568384,0.0,0.0,0.8867338,0.32062897,0.4264466,0.29823965,0.0,0.022069296,0.055970524,0.0,0.0,0.0,0.09971405,0.5067039,0.0,0.13754883,0.0,0.8939934,0.065403715,0.0,0.4068406,0.26002324,0.16564742,0.0,0.0,0.0,0.38294595,0.10547552,0.65252,0.0,0.35165283,0.0,0.6349706,0.6887629,0.0,0.07130572,0.0,0.67525643,0.4959812,1.118307,0.1350242,0.5411868,0.0
